Release Period,State,Measure ID,Bottom-box Percentage,Middle-box Percentage,Top-box Percentage,Measure,Type,State Name,Region,Start Date,End Date,Response Rate (%)
07_2019,MD,H_QUIET_HSP,14,30,56,Quietness of Hospital Environment,Individual Item,Maryland,South Atlantic,2017-10-01,2018-09-30,21.595744680851062
07_2019,MD,H_RECMND,8,27,65,Willingness to Recommend the Hospital,Global Item,Maryland,South Atlantic,2017-10-01,2018-09-30,21.595744680851062
07_2019,ME,H_CLEAN_HSP,5,16,79,Cleanliness of Hospital Environment,Individual Item,Maine,New England,2017-10-01,2018-09-30,28.647058823529413
07_2019,ME,H_COMP_1,3,13,84,Communication with Nurses,Composite Measure,Maine,New England,2017-10-01,2018-09-30,28.647058823529413
07_2019,ME,H_COMP_2,4,13,83,Communication with Doctors,Composite Measure,Maine,New England,2017-10-01,2018-09-30,28.647058823529413
07_2019,ME,H_COMP_3,6,21,73,Responsiveness of Hospital Staff,Composite Measure,Maine,New England,2017-10-01,2018-09-30,28.647058823529413
07_2019,ME,H_COMP_5,14,17,69,Communication about Medicines,Composite Measure,Maine,New England,2017-10-01,2018-09-30,28.647058823529413
07_2019,ME,H_COMP_6,11,0,89,Discharge Information,Composite Measure,Maine,New England,2017-10-01,2018-09-30,28.647058823529413
07_2019,ME,H_COMP_7,4,40,56,Care Transition,Composite Measure,Maine,New England,2017-10-01,2018-09-30,28.647058823529413
07_2019,ME,H_HSP_RATING,6,18,76,Overall Hospital Rating,Global Item,Maine,New England,2017-10-01,2018-09-30,28.647058823529413
07_2019,ME,H_QUIET_HSP,9,31,60,Quietness of Hospital Environment,Individual Item,Maine,New England,2017-10-01,2018-09-30,28.647058823529413
07_2019,ME,H_RECMND,4,21,75,Willingness to Recommend the Hospital,Global Item,Maine,New England,2017-10-01,2018-09-30,28.647058823529413
07_2019,MI,H_CLEAN_HSP,7,18,75,Cleanliness of Hospital Environment,Individual Item,Michigan,East North Central,2017-10-01,2018-09-30,30.10236220472441
07_2019,MI,H_COMP_1,4,14,82,Communication with Nurses,Composite Measure,Michigan,East North Central,2017-10-01,2018-09-30,30.10236220472441
07_2019,MI,H_COMP_2,5,15,80,Communication with Doctors,Composite Measure,Michigan,East North Central,2017-10-01,2018-09-30,30.10236220472441
07_2019,MI,H_COMP_3,7,20,73,Responsiveness of Hospital Staff,Composite Measure,Michigan,East North Central,2017-10-01,2018-09-30,30.10236220472441
07_2019,MI,H_COMP_5,16,18,66,Communication about Medicines,Composite Measure,Michigan,East North Central,2017-10-01,2018-09-30,30.10236220472441
07_2019,MI,H_COMP_6,11,0,89,Discharge Information,Composite Measure,Michigan,East North Central,2017-10-01,2018-09-30,30.10236220472441
07_2019,MI,H_COMP_7,5,41,54,Care Transition,Composite Measure,Michigan,East North Central,2017-10-01,2018-09-30,30.10236220472441
07_2019,MI,H_HSP_RATING,7,19,74,Overall Hospital Rating,Global Item,Michigan,East North Central,2017-10-01,2018-09-30,30.10236220472441
07_2019,MI,H_QUIET_HSP,11,29,60,Quietness of Hospital Environment,Individual Item,Michigan,East North Central,2017-10-01,2018-09-30,30.10236220472441
07_2019,MI,H_RECMND,5,24,71,Willingness to Recommend the Hospital,Global Item,Michigan,East North Central,2017-10-01,2018-09-30,30.10236220472441
07_2019,MN,H_CLEAN_HSP,5,15,80,Cleanliness of Hospital Environment,Individual Item,Minnesota,West North Central,2017-10-01,2018-09-30,33.75
07_2019,MN,H_COMP_1,2,14,84,Communication with Nurses,Composite Measure,Minnesota,West North Central,2017-10-01,2018-09-30,33.75
07_2019,MN,H_COMP_2,3,12,85,Communication with Doctors,Composite Measure,Minnesota,West North Central,2017-10-01,2018-09-30,33.75
07_2019,MN,H_COMP_3,5,19,76,Responsiveness of Hospital Staff,Composite Measure,Minnesota,West North Central,2017-10-01,2018-09-30,33.75
07_2019,MN,H_COMP_5,13,19,68,Communication about Medicines,Composite Measure,Minnesota,West North Central,2017-10-01,2018-09-30,33.75
07_2019,MN,H_COMP_6,11,0,89,Discharge Information,Composite Measure,Minnesota,West North Central,2017-10-01,2018-09-30,33.75
07_2019,MN,H_COMP_7,3,40,57,Care Transition,Composite Measure,Minnesota,West North Central,2017-10-01,2018-09-30,33.75
07_2019,MN,H_HSP_RATING,5,17,78,Overall Hospital Rating,Global Item,Minnesota,West North Central,2017-10-01,2018-09-30,33.75
07_2019,MN,H_QUIET_HSP,6,26,68,Quietness of Hospital Environment,Individual Item,Minnesota,West North Central,2017-10-01,2018-09-30,33.75
07_2019,MN,H_RECMND,3,20,77,Willingness to Recommend the Hospital,Global Item,Minnesota,West North Central,2017-10-01,2018-09-30,33.75
07_2019,MO,H_CLEAN_HSP,7,18,75,Cleanliness of Hospital Environment,Individual Item,Missouri,West North Central,2017-10-01,2018-09-30,27.540816326530614
07_2019,MO,H_COMP_1,4,17,79,Communication with Nurses,Composite Measure,Missouri,West North Central,2017-10-01,2018-09-30,27.540816326530614
07_2019,MO,H_COMP_2,4,15,81,Communication with Doctors,Composite Measure,Missouri,West North Central,2017-10-01,2018-09-30,27.540816326530614
07_2019,MO,H_COMP_3,8,23,69,Responsiveness of Hospital Staff,Composite Measure,Missouri,West North Central,2017-10-01,2018-09-30,27.540816326530614
07_2019,MO,H_COMP_5,17,19,64,Communication about Medicines,Composite Measure,Missouri,West North Central,2017-10-01,2018-09-30,27.540816326530614
07_2019,MO,H_COMP_6,14,0,86,Discharge Information,Composite Measure,Missouri,West North Central,2017-10-01,2018-09-30,27.540816326530614
07_2019,MO,H_COMP_7,5,42,53,Care Transition,Composite Measure,Missouri,West North Central,2017-10-01,2018-09-30,27.540816326530614
07_2019,MO,H_HSP_RATING,8,20,72,Overall Hospital Rating,Global Item,Missouri,West North Central,2017-10-01,2018-09-30,27.540816326530614
07_2019,MO,H_QUIET_HSP,10,29,61,Quietness of Hospital Environment,Individual Item,Missouri,West North Central,2017-10-01,2018-09-30,27.540816326530614
07_2019,MO,H_RECMND,5,25,70,Willingness to Recommend the Hospital,Global Item,Missouri,West North Central,2017-10-01,2018-09-30,27.540816326530614
07_2019,MS,H_CLEAN_HSP,9,15,76,Cleanliness of Hospital Environment,Individual Item,Mississippi,East South Central,2017-10-01,2018-09-30,22.794871794871796
07_2019,MS,H_COMP_1,5,12,83,Communication with Nurses,Composite Measure,Mississippi,East South Central,2017-10-01,2018-09-30,22.794871794871796
07_2019,MS,H_COMP_2,4,10,86,Communication with Doctors,Composite Measure,Mississippi,East South Central,2017-10-01,2018-09-30,22.794871794871796
07_2019,MS,H_COMP_3,10,17,73,Responsiveness of Hospital Staff,Composite Measure,Mississippi,East South Central,2017-10-01,2018-09-30,22.794871794871796
07_2019,MS,H_COMP_5,17,15,68,Communication about Medicines,Composite Measure,Mississippi,East South Central,2017-10-01,2018-09-30,22.794871794871796
07_2019,MS,H_COMP_6,17,0,83,Discharge Information,Composite Measure,Mississippi,East South Central,2017-10-01,2018-09-30,22.794871794871796
07_2019,MS,H_COMP_7,5,43,52,Care Transition,Composite Measure,Mississippi,East South Central,2017-10-01,2018-09-30,22.794871794871796
07_2019,MS,H_HSP_RATING,9,19,72,Overall Hospital Rating,Global Item,Mississippi,East South Central,2017-10-01,2018-09-30,22.794871794871796
07_2019,MS,H_QUIET_HSP,7,20,73,Quietness of Hospital Environment,Individual Item,Mississippi,East South Central,2017-10-01,2018-09-30,22.794871794871796
07_2019,MS,H_RECMND,6,23,71,Willingness to Recommend the Hospital,Global Item,Mississippi,East South Central,2017-10-01,2018-09-30,22.794871794871796
07_2019,MT,H_CLEAN_HSP,8,19,73,Cleanliness of Hospital Environment,Individual Item,Montana,Mountain,2017-10-01,2018-09-30,29.54054054054054
07_2019,MT,H_COMP_1,4,16,80,Communication with Nurses,Composite Measure,Montana,Mountain,2017-10-01,2018-09-30,29.54054054054054
07_2019,MT,H_COMP_2,4,14,82,Communication with Doctors,Composite Measure,Montana,Mountain,2017-10-01,2018-09-30,29.54054054054054
07_2019,MT,H_COMP_3,5,20,75,Responsiveness of Hospital Staff,Composite Measure,Montana,Mountain,2017-10-01,2018-09-30,29.54054054054054
07_2019,MT,H_COMP_5,16,17,67,Communication about Medicines,Composite Measure,Montana,Mountain,2017-10-01,2018-09-30,29.54054054054054
07_2019,MT,H_COMP_6,16,0,84,Discharge Information,Composite Measure,Montana,Mountain,2017-10-01,2018-09-30,29.54054054054054
07_2019,MT,H_COMP_7,5,41,54,Care Transition,Composite Measure,Montana,Mountain,2017-10-01,2018-09-30,29.54054054054054
07_2019,MT,H_HSP_RATING,9,21,70,Overall Hospital Rating,Global Item,Montana,Mountain,2017-10-01,2018-09-30,29.54054054054054
07_2019,MT,H_QUIET_HSP,8,32,60,Quietness of Hospital Environment,Individual Item,Montana,Mountain,2017-10-01,2018-09-30,29.54054054054054
07_2019,MT,H_RECMND,4,26,70,Willingness to Recommend the Hospital,Global Item,Montana,Mountain,2017-10-01,2018-09-30,29.54054054054054
07_2019,NC,H_CLEAN_HSP,9,18,73,Cleanliness of Hospital Environment,Individual Item,North Carolina,South Atlantic,2017-10-01,2018-09-30,22.96969696969697
07_2019,NC,H_COMP_1,4,15,81,Communication with Nurses,Composite Measure,North Carolina,South Atlantic,2017-10-01,2018-09-30,22.96969696969697
07_2019,NC,H_COMP_2,5,13,82,Communication with Doctors,Composite Measure,North Carolina,South Atlantic,2017-10-01,2018-09-30,22.96969696969697
07_2019,NC,H_COMP_3,10,21,69,Responsiveness of Hospital Staff,Composite Measure,North Carolina,South Atlantic,2017-10-01,2018-09-30,22.96969696969697
07_2019,NC,H_COMP_5,17,17,66,Communication about Medicines,Composite Measure,North Carolina,South Atlantic,2017-10-01,2018-09-30,22.96969696969697
07_2019,NC,H_COMP_6,13,0,87,Discharge Information,Composite Measure,North Carolina,South Atlantic,2017-10-01,2018-09-30,22.96969696969697
07_2019,NC,H_COMP_7,5,42,53,Care Transition,Composite Measure,North Carolina,South Atlantic,2017-10-01,2018-09-30,22.96969696969697
07_2019,NC,H_HSP_RATING,8,20,72,Overall Hospital Rating,Global Item,North Carolina,South Atlantic,2017-10-01,2018-09-30,22.96969696969697
07_2019,NC,H_QUIET_HSP,10,27,63,Quietness of Hospital Environment,Individual Item,North Carolina,South Atlantic,2017-10-01,2018-09-30,22.96969696969697
07_2019,NC,H_RECMND,6,24,70,Willingness to Recommend the Hospital,Global Item,North Carolina,South Atlantic,2017-10-01,2018-09-30,22.96969696969697
07_2019,ND,H_CLEAN_HSP,5,15,80,Cleanliness of Hospital Environment,Individual Item,North Dakota,West North Central,2017-10-01,2018-09-30,33.17857142857143
07_2019,ND,H_COMP_1,3,12,85,Communication with Nurses,Composite Measure,North Dakota,West North Central,2017-10-01,2018-09-30,33.17857142857143
07_2019,ND,H_COMP_2,4,11,85,Communication with Doctors,Composite Measure,North Dakota,West North Central,2017-10-01,2018-09-30,33.17857142857143
07_2019,ND,H_COMP_3,5,19,76,Responsiveness of Hospital Staff,Composite Measure,North Dakota,West North Central,2017-10-01,2018-09-30,33.17857142857143
07_2019,ND,H_COMP_5,13,19,68,Communication about Medicines,Composite Measure,North Dakota,West North Central,2017-10-01,2018-09-30,33.17857142857143
07_2019,ND,H_COMP_6,16,0,84,Discharge Information,Composite Measure,North Dakota,West North Central,2017-10-01,2018-09-30,33.17857142857143
07_2019,ND,H_COMP_7,3,40,57,Care Transition,Composite Measure,North Dakota,West North Central,2017-10-01,2018-09-30,33.17857142857143
07_2019,ND,H_HSP_RATING,7,17,76,Overall Hospital Rating,Global Item,North Dakota,West North Central,2017-10-01,2018-09-30,33.17857142857143
07_2019,ND,H_QUIET_HSP,6,25,69,Quietness of Hospital Environment,Individual Item,North Dakota,West North Central,2017-10-01,2018-09-30,33.17857142857143
07_2019,ND,H_RECMND,3,21,76,Willingness to Recommend the Hospital,Global Item,North Dakota,West North Central,2017-10-01,2018-09-30,33.17857142857143
07_2019,NE,H_CLEAN_HSP,5,13,82,Cleanliness of Hospital Environment,Individual Item,Nebraska,West North Central,2017-10-01,2018-09-30,36.84507042253521
07_2019,NE,H_COMP_1,3,14,83,Communication with Nurses,Composite Measure,Nebraska,West North Central,2017-10-01,2018-09-30,36.84507042253521
07_2019,NE,H_COMP_2,3,13,84,Communication with Doctors,Composite Measure,Nebraska,West North Central,2017-10-01,2018-09-30,36.84507042253521
07_2019,NE,H_COMP_3,4,18,78,Responsiveness of Hospital Staff,Composite Measure,Nebraska,West North Central,2017-10-01,2018-09-30,36.84507042253521
07_2019,NE,H_COMP_5,13,18,69,Communication about Medicines,Composite Measure,Nebraska,West North Central,2017-10-01,2018-09-30,36.84507042253521
07_2019,NE,H_COMP_6,11,0,89,Discharge Information,Composite Measure,Nebraska,West North Central,2017-10-01,2018-09-30,36.84507042253521
07_2019,NE,H_COMP_7,3,39,58,Care Transition,Composite Measure,Nebraska,West North Central,2017-10-01,2018-09-30,36.84507042253521
07_2019,NE,H_HSP_RATING,5,17,78,Overall Hospital Rating,Global Item,Nebraska,West North Central,2017-10-01,2018-09-30,36.84507042253521
07_2019,NE,H_QUIET_HSP,5,25,70,Quietness of Hospital Environment,Individual Item,Nebraska,West North Central,2017-10-01,2018-09-30,36.84507042253521
07_2019,NE,H_RECMND,3,20,77,Willingness to Recommend the Hospital,Global Item,Nebraska,West North Central,2017-10-01,2018-09-30,36.84507042253521
07_2019,NH,H_CLEAN_HSP,6,16,78,Cleanliness of Hospital Environment,Individual Item,New Hampshire,New England,2017-10-01,2018-09-30,26.076923076923077
07_2019,NH,H_COMP_1,3,15,82,Communication with Nurses,Composite Measure,New Hampshire,New England,2017-10-01,2018-09-30,26.076923076923077
07_2019,NH,H_COMP_2,4,14,82,Communication with Doctors,Composite Measure,New Hampshire,New England,2017-10-01,2018-09-30,26.076923076923077
07_2019,NH,H_COMP_3,7,22,71,Responsiveness of Hospital Staff,Composite Measure,New Hampshire,New England,2017-10-01,2018-09-30,26.076923076923077
07_2019,NH,H_COMP_5,17,18,65,Communication about Medicines,Composite Measure,New Hampshire,New England,2017-10-01,2018-09-30,26.076923076923077
07_2019,NH,H_COMP_6,11,0,89,Discharge Information,Composite Measure,New Hampshire,New England,2017-10-01,2018-09-30,26.076923076923077
07_2019,NH,H_COMP_7,5,41,54,Care Transition,Composite Measure,New Hampshire,New England,2017-10-01,2018-09-30,26.076923076923077
07_2019,NH,H_HSP_RATING,7,21,72,Overall Hospital Rating,Global Item,New Hampshire,New England,2017-10-01,2018-09-30,26.076923076923077
07_2019,NH,H_QUIET_HSP,12,33,55,Quietness of Hospital Environment,Individual Item,New Hampshire,New England,2017-10-01,2018-09-30,26.076923076923077
07_2019,NH,H_RECMND,5,22,73,Willingness to Recommend the Hospital,Global Item,New Hampshire,New England,2017-10-01,2018-09-30,26.076923076923077
07_2019,NJ,H_CLEAN_HSP,9,21,70,Cleanliness of Hospital Environment,Individual Item,New Jersey,Mid-Atlantic,2017-10-01,2018-09-30,20.384615384615383
07_2019,NJ,H_COMP_1,6,17,77,Communication with Nurses,Composite Measure,New Jersey,Mid-Atlantic,2017-10-01,2018-09-30,20.384615384615383
07_2019,NJ,H_COMP_2,6,17,77,Communication with Doctors,Composite Measure,New Jersey,Mid-Atlantic,2017-10-01,2018-09-30,20.384615384615383
07_2019,NJ,H_COMP_3,13,26,61,Responsiveness of Hospital Staff,Composite Measure,New Jersey,Mid-Atlantic,2017-10-01,2018-09-30,20.384615384615383
07_2019,NJ,H_COMP_5,21,19,60,Communication about Medicines,Composite Measure,New Jersey,Mid-Atlantic,2017-10-01,2018-09-30,20.384615384615383
07_2019,NJ,H_COMP_6,15,0,85,Discharge Information,Composite Measure,New Jersey,Mid-Atlantic,2017-10-01,2018-09-30,20.384615384615383
07_2019,NJ,H_COMP_7,6,46,48,Care Transition,Composite Measure,New Jersey,Mid-Atlantic,2017-10-01,2018-09-30,20.384615384615383
07_2019,NJ,H_HSP_RATING,10,24,66,Overall Hospital Rating,Global Item,New Jersey,Mid-Atlantic,2017-10-01,2018-09-30,20.384615384615383
07_2019,NJ,H_QUIET_HSP,15,32,53,Quietness of Hospital Environment,Individual Item,New Jersey,Mid-Atlantic,2017-10-01,2018-09-30,20.384615384615383
07_2019,NJ,H_RECMND,7,27,66,Willingness to Recommend the Hospital,Global Item,New Jersey,Mid-Atlantic,2017-10-01,2018-09-30,20.384615384615383
07_2019,NM,H_CLEAN_HSP,8,18,74,Cleanliness of Hospital Environment,Individual Item,New Mexico,Mountain,2017-10-01,2018-09-30,20.6
07_2019,NM,H_COMP_1,5,16,79,Communication with Nurses,Composite Measure,New Mexico,Mountain,2017-10-01,2018-09-30,20.6
07_2019,NM,H_COMP_2,6,14,80,Communication with Doctors,Composite Measure,New Mexico,Mountain,2017-10-01,2018-09-30,20.6
07_2019,NM,H_COMP_3,9,21,70,Responsiveness of Hospital Staff,Composite Measure,New Mexico,Mountain,2017-10-01,2018-09-30,20.6
07_2019,NM,H_COMP_5,17,16,67,Communication about Medicines,Composite Measure,New Mexico,Mountain,2017-10-01,2018-09-30,20.6
07_2019,NM,H_COMP_6,14,0,86,Discharge Information,Composite Measure,New Mexico,Mountain,2017-10-01,2018-09-30,20.6
07_2019,NM,H_COMP_7,6,43,51,Care Transition,Composite Measure,New Mexico,Mountain,2017-10-01,2018-09-30,20.6
07_2019,NM,H_HSP_RATING,9,21,70,Overall Hospital Rating,Global Item,New Mexico,Mountain,2017-10-01,2018-09-30,20.6
07_2019,NM,H_QUIET_HSP,11,26,63,Quietness of Hospital Environment,Individual Item,New Mexico,Mountain,2017-10-01,2018-09-30,20.6
07_2019,NM,H_RECMND,5,27,68,Willingness to Recommend the Hospital,Global Item,New Mexico,Mountain,2017-10-01,2018-09-30,20.6
07_2019,NV,H_CLEAN_HSP,11,17,72,Cleanliness of Hospital Environment,Individual Item,Nevada,Mountain,2017-10-01,2018-09-30,20.1
07_2019,NV,H_COMP_1,8,18,74,Communication with Nurses,Composite Measure,Nevada,Mountain,2017-10-01,2018-09-30,20.1
07_2019,NV,H_COMP_2,11,17,72,Communication with Doctors,Composite Measure,Nevada,Mountain,2017-10-01,2018-09-30,20.1
07_2019,NV,H_COMP_3,13,23,64,Responsiveness of Hospital Staff,Composite Measure,Nevada,Mountain,2017-10-01,2018-09-30,20.1
07_2019,NV,H_COMP_5,21,19,60,Communication about Medicines,Composite Measure,Nevada,Mountain,2017-10-01,2018-09-30,20.1
07_2019,NV,H_COMP_6,16,0,84,Discharge Information,Composite Measure,Nevada,Mountain,2017-10-01,2018-09-30,20.1
07_2019,NV,H_COMP_7,8,45,47,Care Transition,Composite Measure,Nevada,Mountain,2017-10-01,2018-09-30,20.1
07_2019,NV,H_HSP_RATING,10,24,66,Overall Hospital Rating,Global Item,Nevada,Mountain,2017-10-01,2018-09-30,20.1
07_2019,NV,H_QUIET_HSP,15,32,53,Quietness of Hospital Environment,Individual Item,Nevada,Mountain,2017-10-01,2018-09-30,20.1
07_2019,NV,H_RECMND,9,25,66,Willingness to Recommend the Hospital,Global Item,Nevada,Mountain,2017-10-01,2018-09-30,20.1
07_2019,NY,H_CLEAN_HSP,9,20,71,Cleanliness of Hospital Environment,Individual Item,New York,Mid-Atlantic,2017-10-01,2018-09-30,23.18633540372671
07_2019,NY,H_COMP_1,6,17,77,Communication with Nurses,Composite Measure,New York,Mid-Atlantic,2017-10-01,2018-09-30,23.18633540372671
07_2019,NY,H_COMP_2,6,16,78,Communication with Doctors,Composite Measure,New York,Mid-Atlantic,2017-10-01,2018-09-30,23.18633540372671
07_2019,NY,H_COMP_3,12,25,63,Responsiveness of Hospital Staff,Composite Measure,New York,Mid-Atlantic,2017-10-01,2018-09-30,23.18633540372671
